"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
-2.147716999053955,-5.998341083526611,-1.707170367240906,25.0,0.0,19970.0,6.596,740373780.0,740373780.0
-20.99188423156738,-58.5958366394043,1.086447238922119,19.0,1.0,19971.0,62.252,740373782.0,740373782.0
-2.51842212677002,-7.025951385498047,-1.723125100135803,14.0,2.0,19972.0,7.66,740373785.0,740373785.0
-21.13759231567383,-58.97013473510742,3.283034563064575,31.0,3.0,19972.0,62.73,740373787.0,740373787.0
-3.041458129882812,-8.48046875,-1.751244902610779,12.0,4.0,19973.0,9.178,740373789.0,740373789.0
-2.937056303024292,-8.180379867553711,-1.376623272895813,1.0,6.0,19975.0,8.8,740373794.0,740373794.0
-20.77323722839355,-57.82652282714844,7.544443607330322,20.0,7.0,19976.0,61.906,740373796.0,740373796.0
-2.932213544845581,-8.157936096191406,-1.064406871795654,1.0,8.0,19977.0,8.734,740373799.0,740373799.0
-2.966671228408813,-8.249279975891113,-0.7669705152511597,6.0,10.0,19978.0,8.8,740373803.0,740373803.0
-9.491283416748047,-26.3630542755127,-1.46844220161438,11.0,12.0,19980.0,28.058,740373808.0,740373808.0
-15.6577320098877,-43.44343948364258,-0.8060568571090698,8.0,14.0,19982.0,46.186,740373812.0,740373812.0
-2.171272277832031,-5.998073577880859,-1.709241032600403,25.0,0.0,19990.0,6.604,740373835.0,740373835.0
-20.99608612060547,-57.96943283081055,1.07618522644043,18.0,1.0,19991.0,61.664,740373838.0,740373838.0
-2.542931795120239,-7.017117500305176,-1.723125100135803,14.0,2.0,19992.0,7.66,740373840.0,740373840.0
-21.15549468994141,-58.37773132324219,3.25414514541626,30.0,3.0,19992.0,62.178,740373842.0,740373842.0
-3.075726509094238,-8.482720375061035,-1.753916263580322,11.0,4.0,19993.0,9.192,740373845.0,740373845.0
-2.969637393951416,-8.181218147277832,-1.378500461578369,1.0,6.0,19995.0,8.812,740373849.0,740373849.0
-20.99258232116699,-57.80216979980469,7.550780773162842,20.0,7.0,19996.0,61.958,740373851.0,740373851.0
-2.971519470214844,-8.177502632141113,-1.068306684494019,2.0,8.0,19997.0,8.766,740373854.0,740373854.0
-6.264572143554688,-17.23048210144043,-1.604014277458191,2.0,10.0,19998.0,18.404,740373858.0,740373858.0
-9.618770599365234,-26.4273567199707,-1.473885178565979,5.0,12.0,20000.0,28.162,740373863.0,740373863.0
-15.80928325653076,-43.38851928710938,-0.8060568571090698,8.0,14.0,20002.0,46.186,740373868.0,740373868.0
-2.194851875305176,-5.997714519500732,-1.71131157875061,24.0,0.0,20010.0,6.612,740373891.0,740373891.0
-21.01129722595215,-57.38503265380859,1.066691040992737,17.0,1.0,20011.0,61.12,740373893.0,740373893.0
